aerolinea,origen,destino,retraso,distancia_km,fecha_partida,dia_semana,hora_salida,Time,fecha_hora_clima,temperatura,velocidad_viento,precipitacion,visibilidad
WN,MCO,BUF,1,2066.6667,2018-12-22 11:55:00,1,11:55:00,715,2018-12-22 11:00:00,8.2,8.9,0.0,10000
AA,DFW,DEN,1,1666.6666,2018-12-04 17:30:00,3,17:30:00,1050,2018-12-04 17:00:00,4.2,9.4,0.0,9000
B6,PBI,LGA,1,2120.0,2018-12-09 17:39:00,1,17:39:00,1059,2018-12-09 17:00:00,27.0,29.6,0.1,6000
DL,IND,MSP,0,1506.6666,2018-12-24 15:36:00,3,15:36:00,936,2018-12-24 15:00:00,-0.3,6.7,0.0,10000
F9,SNA,DEN,0,1933.3334,2018-12-18 06:45:00,5,06:45:00,405,2018-12-18 06:00:00,15.1,4.3,0.0,6000
WN,LAS,ELP,1,1266.6666,2018-12-24 19:55:00,4,19:55:00,1195,2018-12-24 19:00:00,11.2,5.5,0.0,6000
DL,DTW,SEA,0,4093.3333,2018-12-21 09:05:00,7,09:05:00,545,2018-12-21 09:00:00,3.8,13.7,1.3,5000
WN,HOU,MAF,0,1133.3334,2018-12-27 17:35:00,1,17:35:00,1055,2018-12-27 17:00:00,17.0,1.0,0.0,9000
US,CLT,ILM,0,800.0,2018-12-27 20:10:00,7,20:10:00,1210,2018-12-27 20:00:00,7.9,9.4,0.0,6000
DL,MEM,BWI,1,1600.0,2018-12-13 19:05:00,4,19:05:00,1145,2018-12-13 19:00:00,13.3,22.9,0.0,6000
WN,LAS,BOI,1,1400.0,2018-12-10 13:00:00,1,13:00:00,780,2018-12-10 13:00:00,8.4,5.0,0.0,6000
B6,RIC,MCO,0,1640.0,2018-12-20 17:22:00,6,17:22:00,1042,2018-12-20 17:00:00,10.2,5.6,0.1,6000
WN,MDW,MSP,0,1133.3334,2018-12-14 08:40:00,7,08:40:00,520,2018-12-14 08:00:00,2.0,6.1,0.6,5000
OO,ELP,LAX,1,1826.6666,2018-12-13 15:48:00,6,15:48:00,948,2018-12-13 15:00:00,3.5,4.1,0.0,10000
AA,EWR,MIA,0,2733.3333,2018-12-16 16:25:00,5,16:25:00,985,2018-12-16 16:00:00,4.0,23.1,2.5,4000
WN,STL,DAL,1,1400.0,2018-12-17 19:50:00,5,19:50:00,1190,2018-12-17 19:00:00,8.4,7.8,0.0,10000
OO,SGF,ORD,1,1266.6666,2018-12-12 16:55:00,4,16:55:00,1015,2018-12-12 16:00:00,8.0,9.4,0.0,10000
AS,ONT,SEA,1,2160.0,2018-12-09 17:15:00,5,17:15:00,1035,2018-12-09 17:00:00,14.2,4.7,0.0,8000
UA,KOA,SFO,1,4213.3335,2018-12-29 21:40:00,6,21:40:00,1300,2018-12-29 21:00:00,25.9,8.4,0.1,6000
OO,SFO,CIC,0,693.3333,2018-12-09 16:14:00,2,16:14:00,974,2018-12-09 16:00:00,7.7,2.4,0.0,6000
AA,MIA,DFW,1,2666.6667,2018-12-08 10:45:00,2,10:45:00,645,2018-12-08 10:00:00,21.1,9.8,0.0,10000
AA,DFW,BUR,0,2733.3333,2018-12-22 13:05:00,7,13:05:00,785,2018-12-22 13:00:00,9.1,20.4,0.0,9000
EV,ATL,TYS,0,706.6667,2018-12-27 17:05:00,7,17:05:00,1025,2018-12-27 17:00:00,8.4,24.7,0.6,5000
MQ,LAX,SAN,0,600.0,2018-12-11 18:40:00,7,18:40:00,1120,2018-12-11 18:00:00,14.9,10.7,0.0,8000
AS,SEA,SNA,0,2160.0,2018-12-27 08:25:00,5,08:25:00,505,2018-12-27 08:00:00,3.7,3.2,0.0,8000
WN,SNA,OAK,1,1133.3334,2018-12-08 09:45:00,3,09:45:00,585,2018-12-08 09:00:00,9.1,5.2,0.0,10000
DL,DCA,MCO,1,1853.3334,2018-12-20 13:59:00,5,13:59:00,839,2018-12-20 13:00:00,2.3,5.0,0.0,6000
OH,HSV,DTW,0,1560.0,2018-12-28 10:10:00,5,10:10:00,610,2018-12-28 10:00:00,16.5,17.0,5.9,4000
WN,BNA,DTW,1,1266.6666,2018-12-17 20:00:00,1,20:00:00,1200,2018-12-17 20:00:00,12.6,4.3,0.0,10000
OO,CVG,DEN,1,2586.6667,2018-12-21 16:10:00,5,16:10:00,970,2018-12-21 16:00:00,6.8,18.8,0.0,6000
WN,PHL,BOS,0,1066.6666,2018-12-02 16:05:00,1,16:05:00,965,2018-12-02 16:00:00,14.4,10.7,0.1,6000
AA,DFW,FAT,1,2866.6667,2018-12-13 20:10:00,4,20:10:00,1210,2018-12-13 20:00:00,16.0,6.1,0.6,5000
OO,LAX,LAS,0,933.3333,2018-12-17 20:15:00,5,20:15:00,1215,2018-12-17 20:00:00,16.2,4.2,0.0,9000
9E,MSP,DLH,0,813.3333,2018-12-23 19:50:00,2,19:50:00,1190,2018-12-23 19:00:00,-3.5,15.3,0.0,6000
CO,EWR,TPA,1,2533.3333,2018-12-06 18:05:00,3,18:05:00,1085,2018-12-06 18:00:00,4.1,20.6,0.0,6000
US,SFO,PHX,0,1573.3334,2018-12-09 17:15:00,6,17:15:00,1035,2018-12-09 17:00:00,9.7,3.6,0.0,6000
AS,SEA,SFO,0,1680.0,2018-12-04 07:25:00,6,07:25:00,445,2018-12-04 07:00:00,1.0,9.7,0.0,10000
WN,RNO,SJC,1,800.0,2018-12-28 16:50:00,4,16:50:00,1010,2018-12-28 16:00:00,-4.5,3.1,0.0,8000
WN,HOU,SAT,1,733.3333,2018-12-10 08:50:00,2,08:50:00,530,2018-12-10 08:00:00,6.9,11.3,0.0,10000
DL,ATL,IAD,0,1333.3334,2018-12-09 07:15:00,4,07:15:00,435,2018-12-09 07:00:00,3.0,35.9,1.5,5000
WN,FLL,JAX,1,1000.0,2018-12-27 17:10:00,4,17:10:00,1030,2018-12-27 17:00:00,25.9,29.7,0.0,6000
WN,DAL,ELP,0,1400.0,2018-12-26 12:15:00,3,12:15:00,735,2018-12-26 12:00:00,15.4,19.2,0.3,6000
B6,PHX,JFK,1,3693.3333,2018-12-12 14:15:00,4,14:15:00,855,2018-12-12 14:00:00,6.2,7.9,0.0,10000
XE,IAH,ABQ,1,1746.6666,2018-12-29 14:40:00,4,14:40:00,880,2018-12-29 14:00:00,9.2,13.8,0.0,6000
WN,MDW,TPA,1,2200.0,2018-12-07 09:00:00,7,09:00:00,540,2018-12-07 09:00:00,-8.1,6.0,0.0,10000
WN,SAN,LAS,1,933.3333,2018-12-30 08:40:00,3,08:40:00,520,2018-12-30 08:00:00,5.2,11.4,0.0,8000
AA,BNA,LGA,0,1666.6666,2018-12-04 07:00:00,2,07:00:00,420,2018-12-04 07:00:00,3.7,11.0,0.0,6000
OO,DEN,DRO,1,853.3333,2018-12-23 11:48:00,2,11:48:00,708,2018-12-23 11:00:00,-5.5,8.0,0.0,9000
9E,AVP,DTW,1,1386.6666,2018-12-28 12:25:00,7,12:25:00,745,2018-12-28 12:00:00,5.9,16.3,2.1,5000
WN,LAX,SMF,1,1066.6666,2018-12-08 18:00:00,1,18:00:00,1080,2018-12-08 18:00:00,15.6,7.8,0.0,10000
OO,DEN,COS,0,506.66666,2018-12-01 10:01:00,4,10:01:00,601,2018-12-01 10:00:00,-2.7,4.2,0.0,9000
WN,LAS,OAK,1,1266.6666,2018-12-10 11:00:00,3,11:00:00,660,2018-12-10 11:00:00,9.2,1.8,0.0,6000
WN,MCI,IND,0,1066.6666,2018-12-24 08:40:00,2,08:40:00,520,2018-12-24 08:00:00,-0.6,10.2,0.0,8000
B6,JFK,MCO,1,2240.0,2018-12-16 06:00:00,6,06:00:00,360,2018-12-16 06:00:00,6.6,23.2,0.0,6000
WN,BNA,SAT,1,2000.0,2018-12-23 16:35:00,3,16:35:00,995,2018-12-23 16:00:00,8.1,5.9,0.3,6000
US,IAH,CLT,0,1933.3334,2018-12-25 12:10:00,4,12:10:00,730,2018-12-25 12:00:00,13.8,5.8,0.0,6000
9E,DTW,FNT,1,626.6667,2018-12-18 15:10:00,4,15:10:00,910,2018-12-18 15:00:00,-1.3,3.8,0.0,10000
US,CLT,MEM,1,1440.0,2018-12-01 11:20:00,2,11:20:00,680,2018-12-01 11:00:00,9.1,3.6,0.0,6000
EV,CHS,IAD,1,1200.0,2018-12-06 10:12:00,7,10:12:00,612,2018-12-06 10:00:00,1.5,7.7,0.0,10000
DL,IND,DTW,0,1160.0,2018-12-20 17:23:00,5,17:23:00,1043,2018-12-20 17:00:00,8.6,10.0,0.0,6000
MQ,DFW,BTR,1,1000.0,2018-12-31 22:15:00,5,22:15:00,1335,2018-12-31 22:00:00,16.0,15.8,0.0,6000
B6,BOS,DCA,0,1320.0,2018-12-28 15:25:00,3,15:25:00,925,2018-12-28 15:00:00,4.9,17.3,0.6,5000
MQ,ORD,IAH,1,2200.0,2018-12-09 20:40:00,5,20:40:00,1240,2018-12-09 20:00:00,1.1,6.8,0.0,10000
WN,LAX,BWI,1,3866.6667,2018-12-19 12:00:00,5,12:00:00,720,2018-12-19 12:00:00,10.2,11.7,0.0,10000
DL,MSP,MSN,1,853.3333,2018-12-11 19:20:00,4,19:20:00,1160,2018-12-11 19:00:00,-3.8,5.2,0.0,6000
EV,ATL,MOB,1,1066.6666,2018-12-31 14:55:00,6,14:55:00,895,2018-12-31 14:00:00,16.0,17.5,0.3,6000
MQ,LGA,CLT,1,1666.6666,2018-12-12 08:55:00,4,08:55:00,535,2018-12-12 08:00:00,-0.8,13.7,0.0,6000
DL,TLH,ATL,0,986.6667,2018-12-18 06:55:00,5,06:55:00,415,2018-12-18 06:00:00,8.9,8.9,0.0,6000
AA,SFO,DFW,0,2733.3333,2018-12-20 15:05:00,4,15:05:00,905,2018-12-20 15:00:00,8.8,4.1,0.0,6000
CO,IAH,SAT,1,786.6667,2018-12-05 14:10:00,4,14:10:00,850,2018-12-05 14:00:00,5.1,11.6,0.0,10000
B6,DCA,MCO,0,1786.6666,2018-12-07 13:20:00,6,13:20:00,800,2018-12-07 13:00:00,0.6,9.6,0.0,10000
AS,JNU,SEA,1,1786.6666,2018-12-17 13:15:00,2,13:15:00,795,2018-12-17 13:00:00,5.2,19.6,0.2,6000
WN,PDX,PHX,1,2000.0,2018-12-09 20:05:00,7,20:05:00,1205,2018-12-09 20:00:00,2.8,22.1,0.0,6000
US,PHL,DFW,0,3000.0,2018-12-03 09:35:00,3,09:35:00,575,2018-12-03 09:00:00,11.4,15.3,0.0,8000
UA,DEN,LAX,0,2053.3333,2018-12-24 08:18:00,4,08:18:00,498,2018-12-24 08:00:00,-2.2,9.7,0.0,6000
B6,PIT,BOS,0,1253.3334,2018-12-04 07:11:00,2,07:11:00,431,2018-12-04 07:00:00,-1.0,8.5,0.0,6000
OH,MEM,EWR,0,2186.6667,2018-12-12 14:30:00,3,14:30:00,870,2018-12-12 14:00:00,6.7,18.4,0.0,6000
OO,RNO,DEN,0,1720.0,2018-12-17 06:05:00,4,06:05:00,365,2018-12-17 06:00:00,6.1,2.4,0.1,6000
XE,IAH,STL,0,1573.3334,2018-12-18 11:12:00,5,11:12:00,672,2018-12-18 11:00:00,9.6,3.3,0.0,6000
DL,DTW,IND,0,933.3333,2018-12-10 17:30:00,3,17:30:00,1050,2018-12-10 17:00:00,-2.7,7.6,0.0,6000
WN,MCI,BWI,1,1866.6666,2018-12-27 17:40:00,2,17:40:00,1060,2018-12-27 17:00:00,12.4,20.3,1.3,5000
MQ,MIA,TYS,1,1733.3334,2018-12-16 20:55:00,2,20:55:00,1255,2018-12-16 20:00:00,25.0,11.6,0.0,6000
FL,FLL,ATL,0,1560.0,2018-12-18 12:47:00,4,12:47:00,767,2018-12-18 12:00:00,12.5,8.8,0.0,10000
EV,BMI,ATL,1,1533.3334,2018-12-28 06:00:00,7,06:00:00,360,2018-12-28 06:00:00,11.4,29.3,0.0,6000
EV,MGM,ATL,0,893.3333,2018-12-31 15:47:00,7,15:47:00,947,2018-12-31 15:00:00,19.8,21.3,0.0,6000
MQ,DFW,CAE,1,1800.0,2018-12-09 14:05:00,3,14:05:00,845,2018-12-09 14:00:00,3.2,14.7,0.0,6000
WN,MDW,PVD,1,1800.0,2018-12-06 20:30:00,2,20:30:00,1230,2018-12-06 20:00:00,-1.0,13.7,0.0,10000
MQ,ORD,SLC,1,2800.0,2018-12-15 12:55:00,7,12:55:00,775,2018-12-15 12:00:00,0.9,12.9,0.0,6000
YV,SDF,CLT,0,1146.6666,2018-12-30 06:45:00,4,06:45:00,405,2018-12-30 06:00:00,1.2,4.5,0.1,4000
WN,MSY,BHM,1,800.0,2018-12-18 14:00:00,6,14:00:00,840,2018-12-18 14:00:00,10.8,5.8,0.0,6000
OO,MEM,DEN,0,2253.3333,2018-12-08 08:48:00,4,08:48:00,528,2018-12-08 08:00:00,3.7,17.1,0.7,5000
DL,LGA,FLL,0,2640.0,2018-12-08 14:55:00,7,14:55:00,895,2018-12-08 14:00:00,-2.0,7.6,0.0,10000
AA,STL,ORD,0,1066.6666,2018-12-30 15:54:00,4,15:54:00,954,2018-12-30 15:00:00,-1.2,7.6,0.0,6000
OO,ELP,ORD,0,2360.0,2018-12-18 07:06:00,4,07:06:00,426,2018-12-18 07:00:00,6.8,5.5,0.0,8000
WN,DAL,LIT,1,800.0,2018-12-10 14:10:00,5,14:10:00,850,2018-12-10 14:00:00,0.2,8.3,0.0,10000
EV,VPS,MEM,0,1253.3334,2018-12-22 11:20:00,3,11:20:00,680,2018-12-22 11:00:00,2.8,6.6,0.0,10000
DL,TPA,LAX,1,4440.0,2018-12-11 18:50:00,2,18:50:00,1130,2018-12-11 18:00:00,13.1,20.4,0.0,6000
WN,MHT,PHX,0,4800.0,2018-12-23 12:55:00,7,12:55:00,775,2018-12-23 12:00:00,-3.0,10.2,0.0,10000
B6,MCO,IAD,1,1600.0,2018-12-11 20:20:00,2,20:20:00,1220,2018-12-11 20:00:00,12.9,15.5,0.0,10000
AA,LAS,DFW,0,2133.3333,2018-12-20 08:15:00,3,08:15:00,495,2018-12-20 08:00:00,9.6,8.1,0.0,10000
AA,LGA,DFW,1,3400.0,2018-12-10 17:40:00,2,17:40:00,1060,2018-12-10 17:00:00,2.8,13.7,0.0,10000
F9,MDW,DEN,0,2093.3333,2018-12-22 15:40:00,1,15:40:00,940,2018-12-22 15:00:00,-0.9,10.2,0.0,6000
UA,OAK,DEN,1,2013.3334,2018-12-04 14:46:00,5,14:46:00,886,2018-12-04 14:00:00,8.8,19.2,0.0,6000
OH,DFW,MEM,0,1280.0,2018-12-02 06:05:00,7,06:05:00,365,2018-12-02 06:00:00,15.4,18.7,0.0,10000
DL,DTW,LAS,0,3560.0,2018-12-17 21:35:00,5,21:35:00,1295,2018-12-17 21:00:00,3.2,14.5,0.0,6000
XE,IAH,MAF,0,1120.0,2018-12-22 17:10:00,7,17:10:00,1030,2018-12-22 17:00:00,19.7,20.8,0.0,6000
WN,HOU,MAF,0,1133.3334,2018-12-26 08:50:00,7,08:50:00,530,2018-12-26 08:00:00,17.6,20.1,0.0,6000
EV,SYR,ATL,0,2066.6667,2018-12-10 18:05:00,1,18:05:00,1085,2018-12-10 18:00:00,-0.6,5.2,0.0,6000
XE,CLE,DAY,0,693.3333,2018-12-01 21:00:00,7,21:00:00,1260,2018-12-01 21:00:00,6.8,22.0,2.0,5000
F9,DEN,DFW,0,1493.3334,2018-12-08 10:35:00,2,10:35:00,635,2018-12-08 10:00:00,-5.9,7.0,0.0,10000
XE,RIC,IAH,0,2720.0,2018-12-11 06:05:00,1,06:05:00,365,2018-12-11 06:00:00,-5.4,9.4,0.0,6000
US,PHX,LAX,1,1146.6666,2018-12-22 18:05:00,3,18:05:00,1085,2018-12-22 18:00:00,14.9,5.4,0.0,8000
MQ,CAE,DFW,0,2466.6667,2018-12-24 06:05:00,2,06:05:00,365,2018-12-24 06:00:00,10.1,13.7,0.0,10000
B6,PBI,JFK,0,2040.0,2018-12-30 07:00:00,5,07:00:00,420,2018-12-30 07:00:00,23.6,13.4,0.0,6000
EV,ATL,VPS,0,1040.0,2018-12-30 09:30:00,2,09:30:00,570,2018-12-30 09:00:00,10.1,6.4,0.0,6000
DL,MSP,MKE,0,933.3333,2018-12-31 19:40:00,5,19:40:00,1180,2018-12-31 19:00:00,-1.4,18.1,0.1,4000
YV,IAD,ALB,0,933.3333,2018-12-13 08:18:00,7,08:18:00,498,2018-12-13 08:00:00,1.7,10.0,0.0,6000
WN,STL,BWI,0,1600.0,2018-12-04 09:05:00,7,09:05:00,545,2018-12-04 09:00:00,0.8,9.7,0.0,6000
XE,EWR,BNA,0,2053.3333,2018-12-23 06:30:00,3,06:30:00,390,2018-12-23 06:00:00,3.2,15.0,0.0,6000
DL,SLC,LAS,1,1200.0,2018-12-18 09:40:00,1,09:40:00,580,2018-12-18 09:00:00,1.6,5.1,0.0,10000
WN,JAN,MCO,1,1333.3334,2018-12-02 12:05:00,2,12:05:00,725,2018-12-02 12:00:00,13.1,12.1,0.0,10000
MQ,MIA,BHM,0,1666.6666,2018-12-02 11:15:00,6,11:15:00,675,2018-12-02 11:00:00,24.3,15.6,0.0,10000
AA,DFW,SNA,1,2600.0,2018-12-27 11:15:00,3,11:15:00,675,2018-12-27 11:00:00,11.8,15.1,0.0,8000
WN,MDW,SDF,1,866.6667,2018-12-18 12:20:00,7,12:20:00,740,2018-12-18 12:00:00,-3.3,8.7,0.0,8000
F9,DEN,LAS,0,1506.6666,2018-12-19 21:25:00,6,21:25:00,1285,2018-12-19 21:00:00,7.9,34.7,0.0,8000
WN,CRP,HOU,1,666.6667,2018-12-04 16:45:00,6,16:45:00,1005,2018-12-04 16:00:00,11.9,17.9,0.0,8000
CO,SMF,IAH,1,2920.0,2018-12-17 06:15:00,1,06:15:00,375,2018-12-17 06:00:00,11.4,17.4,1.9,5000
US,PHX,PHL,1,3706.6667,2018-12-05 09:55:00,6,09:55:00,595,2018-12-05 09:00:00,10.9,17.0,0.0,6000
AA,PIT,DFW,0,2600.0,2018-12-23 18:15:00,3,18:15:00,1095,2018-12-23 18:00:00,6.5,10.2,0.0,9000
WN,PHX,PHL,1,3600.0,2018-12-03 11:25:00,4,11:25:00,685,2018-12-03 11:00:00,4.6,7.4,0.0,6000
AA,DFW,IND,0,1600.0,2018-12-27 07:35:00,2,07:35:00,455,2018-12-27 07:00:00,13.4,3.1,0.0,6000
WN,DAL,MAF,1,933.3333,2018-12-06 12:50:00,5,12:50:00,770,2018-12-06 12:00:00,9.5,16.6,0.0,6000
XE,EWR,DTW,1,1586.6666,2018-12-12 14:35:00,5,14:35:00,875,2018-12-12 14:00:00,1.5,14.8,0.0,6000
AA,JFK,LAX,0,5000.0,2018-12-09 10:35:00,5,10:35:00,635,2018-12-09 10:00:00,-4.2,6.4,0.0,6000
WN,SJC,BUR,1,800.0,2018-12-23 11:40:00,4,11:40:00,700,2018-12-23 11:00:00,7.7,7.6,0.0,6000
EV,ATL,GSP,0,840.0,2018-12-23 08:56:00,1,08:56:00,536,2018-12-23 08:00:00,2.1,8.1,0.0,10000
XE,HRL,IAH,0,920.0,2018-12-13 11:05:00,6,11:05:00,665,2018-12-13 11:00:00,19.8,29.6,0.0,9000
XE,SDF,EWR,1,1666.6666,2018-12-29 18:15:00,2,18:15:00,1095,2018-12-29 18:00:00,4.0,2.4,0.0,9000
OO,FAR,DEN,0,1626.6666,2018-12-21 19:55:00,3,19:55:00,1195,2018-12-21 19:00:00,-4.0,11.9,0.0,6000
DL,MSP,LGA,1,2173.3333,2018-12-16 19:10:00,1,19:10:00,1150,2018-12-16 19:00:00,4.9,8.6,0.0,10000
DL,LGA,PBI,1,2466.6667,2018-12-16 12:05:00,5,12:05:00,725,2018-12-16 12:00:00,3.9,22.2,0.9,5000
WN,DAL,TUL,1,733.3333,2018-12-12 18:15:00,5,18:15:00,1095,2018-12-12 18:00:00,16.8,30.2,0.0,6000
DL,MEM,ATL,0,1133.3334,2018-12-17 18:30:00,7,18:30:00,1110,2018-12-17 18:00:00,11.1,4.7,0.0,10000
UA,BWI,SFO,0,4960.0,2018-12-29 07:13:00,7,07:13:00,433,2018-12-29 07:00:00,10.2,14.1,0.0,9000
WN,SFO,LAS,1,1266.6666,2018-12-06 17:10:00,5,17:10:00,1030,2018-12-06 17:00:00,10.4,11.0,0.0,10000
B6,TPA,BOS,0,2226.6667,2018-12-28 06:00:00,5,06:00:00,360,2018-12-28 06:00:00,21.6,21.1,0.0,6000
WN,PBI,BWI,0,1933.3334,2018-12-14 17:35:00,2,17:35:00,1055,2018-12-14 17:00:00,26.3,31.2,0.0,6000
AA,MIA,DFW,1,2600.0,2018-12-28 19:25:00,5,19:25:00,1165,2018-12-28 19:00:00,26.0,21.6,0.0,6000
DL,DTW,BOS,1,1626.6666,2018-12-09 15:45:00,3,15:45:00,945,2018-12-09 15:00:00,-3.7,2.5,0.0,10000
FL,SJU,MCO,0,2600.0,2018-12-03 16:04:00,3,16:04:00,964,2018-12-03 16:00:00,28.2,19.8,0.0,9000
DL,ATL,PHL,0,1733.3334,2018-12-30 19:15:00,1,19:15:00,1155,2018-12-30 19:00:00,13.1,6.8,0.0,6000
AA,MTJ,DFW,0,1666.6666,2018-12-29 13:55:00,6,13:55:00,835,2018-12-29 13:00:00,-12.3,5.5,0.0,8000
OO,SAN,LAX,1,586.6667,2018-12-31 18:24:00,6,18:24:00,1104,2018-12-31 18:00:00,14.9,19.8,0.0,8000
MQ,ORD,LIT,0,1466.6666,2018-12-05 11:30:00,1,11:30:00,690,2018-12-05 11:00:00,-4.3,12.3,0.0,6000
CO,IAH,TUL,1,1146.6666,2018-12-01 21:10:00,1,21:10:00,1270,2018-12-01 21:00:00,22.2,13.0,0.0,10000
AA,DFW,TUL,1,800.0,2018-12-29 10:55:00,4,10:55:00,655,2018-12-29 10:00:00,2.6,15.7,0.0,6000
XE,ORD,AVP,0,1333.3334,2018-12-02 14:43:00,4,14:43:00,883,2018-12-02 14:00:00,4.4,3.4,0.5,5000
UA,JFK,SFO,0,5386.6665,2018-12-27 08:10:00,1,08:10:00,490,2018-12-27 08:00:00,0.9,11.1,0.0,8000
WN,DAL,LIT,0,800.0,2018-12-07 08:15:00,5,08:15:00,495,2018-12-07 08:00:00,8.6,12.8,0.0,6000
CO,EWR,PBI,0,2373.3333,2018-12-05 16:24:00,1,16:24:00,984,2018-12-05 16:00:00,0.6,14.1,0.0,6000
MQ,AVP,ORD,0,1800.0,2018-12-13 06:50:00,6,06:50:00,410,2018-12-13 06:00:00,-1.4,9.7,0.0,6000
B6,BOS,PBI,1,2586.6667,2018-12-23 18:40:00,4,18:40:00,1120,2018-12-23 18:00:00,3.3,17.7,0.0,10000
AA,JFK,LAX,1,5133.3335,2018-12-10 09:10:00,7,09:10:00,550,2018-12-10 09:00:00,-3.0,11.4,0.0,8000
DL,ATL,DFW,0,2013.3334,2018-12-04 13:34:00,3,13:34:00,814,2018-12-04 13:00:00,3.0,14.3,0.0,9000
WN,PVD,PHL,1,1266.6666,2018-12-30 15:15:00,1,15:15:00,915,2018-12-30 15:00:00,-0.6,3.1,0.0,8000
FL,ATL,JAX,0,920.0,2018-12-27 22:20:00,1,22:20:00,1340,2018-12-27 22:00:00,11.9,21.5,1.2,4000
B6,BOS,IAD,0,1346.6666,2018-12-30 18:30:00,5,18:30:00,1110,2018-12-30 18:00:00,0.0,0.5,0.0,10000
UA,GRR,ORD,0,826.6667,2018-12-02 08:00:00,2,08:00:00,480,2018-12-02 08:00:00,3.7,14.0,0.1,6000
OO,TYS,ORD,1,1413.3334,2018-12-19 15:19:00,7,15:19:00,919,2018-12-19 15:00:00,5.8,2.6,0.0,6000
AS,SMF,SEA,1,1466.6666,2018-12-18 13:00:00,4,13:00:00,780,2018-12-18 13:00:00,5.0,6.5,0.0,8000
MQ,RIC,ORD,0,1866.6666,2018-12-10 06:00:00,5,06:00:00,360,2018-12-10 06:00:00,0.2,17.5,0.3,6000
EV,ATL,TLH,0,1000.0,2018-12-31 09:50:00,5,09:50:00,590,2018-12-31 09:00:00,13.4,15.3,0.0,6000
AA,TUL,DFW,0,1000.0,2018-12-13 09:55:00,5,09:55:00,595,2018-12-13 09:00:00,12.6,11.5,0.0,6000
AA,MIA,MSY,0,1666.6666,2018-12-02 22:40:00,4,22:40:00,1360,2018-12-02 22:00:00,26.5,14.8,0.0,10000
WN,STL,LAS,0,3066.6667,2018-12-01 15:20:00,5,15:20:00,920,2018-12-01 15:00:00,13.8,21.4,0.0,10000
CO,SFO,IAH,1,2733.3333,2018-12-06 00:15:00,3,00:15:00,15,2018-12-06 00:00:00,11.9,10.1,0.2,6000
EV,ATL,LWB,0,1146.6666,2018-12-16 10:45:00,2,10:45:00,645,2018-12-16 10:00:00,6.7,15.7,0.0,9000
9E,MSP,BIS,0,1173.3334,2018-12-05 15:05:00,3,15:05:00,905,2018-12-05 15:00:00,-3.8,8.1,0.0,6000
CO,IAH,BWI,1,2346.6667,2018-12-10 19:15:00,5,19:15:00,1155,2018-12-10 19:00:00,12.6,11.0,0.0,10000
WN,OAK,MDW,1,3333.3333,2018-12-05 07:05:00,6,07:05:00,425,2018-12-05 07:00:00,9.2,15.9,0.3,6000
OO,SFO,ACV,0,1040.0,2018-12-22 19:10:00,4,19:10:00,1150,2018-12-22 19:00:00,12.0,6.8,0.0,6000
MQ,RIC,ORD,1,1866.6666,2018-12-17 16:05:00,1,16:05:00,965,2018-12-17 16:00:00,10.9,15.2,0.0,9000
OO,SFO,LMT,1,1160.0,2018-12-08 21:27:00,5,21:27:00,1287,2018-12-08 21:00:00,13.8,8.9,0.0,8000
WN,MCO,STL,1,2066.6667,2018-12-22 16:50:00,4,16:50:00,1010,2018-12-22 16:00:00,12.7,16.6,0.0,10000
9E,MEM,SAT,0,1693.3334,2018-12-13 19:25:00,4,19:25:00,1165,2018-12-13 19:00:00,13.3,22.9,0.0,6000
DL,SAN,CVG,1,3200.0,2018-12-09 11:25:00,2,11:25:00,685,2018-12-09 11:00:00,9.2,9.4,0.0,8000
WN,SJC,SNA,1,1000.0,2018-12-24 12:20:00,7,12:20:00,740,2018-12-24 12:00:00,8.7,8.9,0.0,6000
UA,HNL,DEN,0,5640.0,2018-12-28 22:55:00,1,22:55:00,1375,2018-12-28 22:00:00,24.9,7.4,0.2,6000
AA,ORD,STL,1,933.3333,2018-12-05 16:35:00,4,16:35:00,995,2018-12-05 16:00:00,-2.8,14.1,0.0,6000
WN,DAL,ABQ,1,1466.6666,2018-12-20 09:50:00,2,09:50:00,590,2018-12-20 09:00:00,9.5,18.1,0.0,9000
MQ,ORD,MDT,1,1400.0,2018-12-27 19:30:00,2,19:30:00,1170,2018-12-27 19:00:00,7.3,29.4,0.5,5000
DL,FLL,DTW,0,2440.0,2018-12-18 09:35:00,6,09:35:00,575,2018-12-18 09:00:00,12.1,10.3,0.0,9000
UA,SFO,BOS,1,4533.3335,2018-12-28 22:47:00,7,22:47:00,1367,2018-12-28 22:00:00,13.2,17.0,0.0,8000
9E,FSD,DTW,0,1733.3334,2018-12-05 06:15:00,5,06:15:00,375,2018-12-05 06:00:00,-4.4,15.5,0.0,10000
DL,EWR,MSP,1,2573.3333,2018-12-10 18:15:00,6,18:15:00,1095,2018-12-10 18:00:00,3.4,11.9,0.0,10000
WN,RDU,TPA,0,1533.3334,2018-12-11 16:50:00,6,16:50:00,1010,2018-12-11 16:00:00,1.1,8.2,0.0,10000
EV,ATL,AEX,1,1426.6666,2018-12-23 18:45:00,7,18:45:00,1125,2018-12-23 18:00:00,14.8,24.5,0.3,6000
EV,AEX,ATL,0,1426.6666,2018-12-12 16:47:00,1,16:47:00,1007,2018-12-12 16:00:00,12.4,14.0,0.0,6000
